id,iso_code,date,new_cases,new_deaths,icu_patients,hosp_patients,new_tests,positive_rate,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,excess_mortality
178355,DNK,2022-06-02,591.0,4.0,,245.0,,,4833818.0,4796074.0,3640288.0,603.0,
178356,DNK,2022-06-03,545.0,4.0,,234.0,,,,,,,
178357,DJI,2022-06-02,0.0,0.0,,,,,,,,,
178358,DJI,2022-06-03,0.0,0.0,,,,,,,,,
178359,DMA,2022-06-02,111.0,2.0,,,,,,,,,
178360,DMA,2022-06-03,,0.0,,,,,32759.0,30328.0,3646.0,,
178361,DOM,2022-06-02,497.0,0.0,,,,,7222205.0,5982874.0,2350713.0,4458.0,
178362,DOM,2022-06-03,1041.0,0.0,,,,,,,,,
178363,ECU,2022-06-02,,0.0,,,,,,,,,
178364,ECU,2022-06-03,,0.0,,,,,,,,,
178365,EGY,2022-06-02,0.0,,,,,,,,,,
178366,EGY,2022-06-03,0.0,,,,,,,,,,
178367,SLV,2022-06-02,0.0,0.0,,,,,,,,,
178368,SLV,2022-06-03,0.0,0.0,,,,,4606569.0,4311203.0,1917397.0,,
178369,GNQ,2022-06-02,0.0,0.0,,,,,,,,,
178370,GNQ,2022-06-03,0.0,0.0,,,,,,,,,
178371,ERI,2022-06-02,1.0,0.0,,,,,,,,,
178372,ERI,2022-06-03,2.0,0.0,,,,,,,,,
178373,EST,2022-06-02,,,,,,,,,,,
178374,EST,2022-06-03,,,,,,,,,,,
178375,SWZ,2022-06-02,46.0,1.0,,,,0.1155,,,,,
178376,SWZ,2022-06-03,45.0,0.0,,,,,,,,,
178377,ETH,2022-06-02,447.0,1.0,,,,0.0425,,,,,
178378,ETH,2022-06-03,344.0,0.0,,,,,,,,,
178379,FRO,2022-06-02,0.0,0.0,,,,,,,,,
178380,FRO,2022-06-03,0.0,0.0,,,,,,,,,
178381,FLK,2022-06-02,0.0,,,,,,,,,,
178382,FLK,2022-06-03,0.0,,,,,,,,,,
178383,FJI,2022-06-02,56.0,0.0,,,,,,,,,
178384,FJI,2022-06-03,0.0,0.0,,,,,,,,,
178385,FIN,2022-06-02,13018.0,105.0,,,,,,,,,
178386,FIN,2022-06-03,,,,,,,,,,,
178387,FRA,2022-06-02,25365.0,41.0,926.0,14640.0,,,54406954.0,52828558.0,38483544.0,45106.0,
178388,FRA,2022-06-03,25130.0,38.0,917.0,14419.0,,,,,,,
178389,PYF,2022-06-02,11.0,0.0,,,,,,,,,
178390,PYF,2022-06-03,0.0,0.0,,,,,,,,,
178391,GAB,2022-06-02,0.0,0.0,,,,0.0204,,,,,
178392,GAB,2022-06-03,0.0,0.0,,,,,,,,,
178393,GMB,2022-06-02,0.0,0.0,,,,,,,,,
178394,GMB,2022-06-03,0.0,0.0,,,,,,,,,
178395,GEO,2022-06-02,0.0,0.0,,,,,,,,,
178396,GEO,2022-06-03,0.0,0.0,,,,,,,,,
178397,DEU,2022-06-02,42693.0,91.0,648.0,,,,64549570.0,64511974.0,54756966.0,52547.0,
178398,DEU,2022-06-03,41087.0,73.0,636.0,,,,,,,,
178399,GHA,2022-06-02,38.0,0.0,,,,0.0264,,,,,
178400,GHA,2022-06-03,0.0,0.0,,,,,,,,,
178401,GIB,2022-06-02,141.0,0.0,,,,,,,,,
178402,GIB,2022-06-03,,0.0,,,,,,,,,
178403,GRC,2022-06-02,3769.0,12.0,,,,0.0434,7915890.0,7625434.0,6059383.0,3641.0,
