,0_title,0_genres_0_name,0_genres_1_name,0_genres_2_name,0_runtime,1_title,1_genres_0_name,1_genres_1_name,1_genres_2_name,1_genres_3_name,1_runtime
0,The Irishman,Crime,Drama,History,209,Okja,Adventure,Drama,Science Fiction,Action,122
